,Unnamed: 0,Listing,Location,Address1,Address2,Address3,Price,Arrangement,Num_Bedrm,Num_Bathrm,Area,Condominium,Neighborhood_Rating,Gymnasium,CCTV,Utility room,Indoor Pool,Air conditioning,Alarm System,Amphitheater,Balcony,Bar,Basement Parking,Billiards table,Broadband internet available,Built-in wardrobes,Business Center,Central air conditioning,Clinic,Club House,Drying Area,Elevators,Ensuite,Entertainment room,Fire exits,Fitness center,Floorboards,Function Room,Game Room,Gas heating,Gym,Health Club,Hydronic heating,Indoor spa,Indoor Tree House,Intercom,Jacuzzi,Laundry Area,Lobby,Lounge,Maids Room,Meeting rooms,Multi-Purpose Hall,Open fireplace,Pay TV access,Powder room,Reception Area,Sauna,Shower rooms,Sky lounge,Smoke detector,Social hall,Split-system heating,Study room,Theater,Wi-Fi,Daycare Center,Fire Alarm,Fire sprinkler system,Courtyard,Sauna.1,Library,Function area,Pond,Helipad,Open space,24-hour security,Drying area,Gazebos,Spa,Shops,Study area,Golf Area,Badminton court,Balcony.1,Basketball court,Carport,Clubhouse,Deck,Fully fenced,Garage,Garden,Gazebo,Health Club.1,Jacuzzi.1,Jogging path,Landscaped Garden,Multi-purpose lawn,Open car spaces,Outdoor spa,Parking lot,Parks,Playground,Pool bar,Remote garage,Secure parking,Shower rooms.1,Sports facilities,Swimming pool,Tennis court
142,142,"3BR Unit (153 sqm) for Rent in Proscenium - Lorraine Tower, Rockwell, Makati","Rockwell, Makati",Metro Manila,Makati,Rockwell,"₱ 190,000",Monthly,3,5.0,153.0,Proscenium,4.4,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
143,143,"Studio Unit (33 sqm) for Rent in Proscenium - Lincoln Tower, Rockwell Makati","Rockwell, Makati",Metro Manila,Makati,Rockwell,"₱ 55,000",Monthly,1,1.0,33.0,Proscenium,4.4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
144,144,"For Rent: Furnished 3BR Unit in Proscenium - Lorraine Tower, Rockwell, Makati","Rockwell, Makati",Metro Manila,Makati,Rockwell,"₱ 190,000",Monthly,3,5.0,153.0,Proscenium,4.4,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
145,145,"3-Bedroom Unit (194 sqm) for Rent in Proscenium - Sakura Tower, Rockwell Makati","Rockwell, Makati",Metro Manila,Makati,Rockwell,"₱ 260,000",Monthly,3,4.0,194.0,Proscenium,4.4,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
146,146,Prince Tower 1-Bedroom Furnished Condo Unit for Rent in Makati City,"Salcedo Village, Makati",Metro Manila,Makati,Salcedo Village,"₱ 25,000",Monthly,1,1.0,37.0,Prince Tower,4.89,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
147,147,"Spacious Studio unit for rent in Oriental Garden, Makati Near Ayala avenue","Chino Roces, Makati",Metro Manila,Makati,Chino Roces,"₱ 26,000",Monthly,1,1.0,34.0,Oriental Garden Makati,4.38,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0
148,148,San Lorenzo Place 3-bedroom 2-bathroom condo unit for rent,"San Lorenzo, Makati",Metro Manila,Makati,San Lorenzo,"₱ 70,000",Monthly,3,2.0,77.0,San Lorenzo Place,4.04,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
149,149,Fully-furnished 1-bedroom condo unit near Power Plant Mall,"Rockwell, Makati",Metro Manila,Makati,Rockwell,"₱ 60,000",Monthly,1,1.0,74.0,Joya Lofts and Towers,4.4,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
150,150,For Rent Fully Furnished 3br Unit In Greenbelt Parkplace,"San Lorenzo, Makati",Metro Manila,Makati,San Lorenzo,"₱ 70,000",Monthly,3,3.0,73.0,Greenbelt Parkplace,4.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
151,151,"For Rent Fully Furnished 3br Unit In Ritz Tower, Makati City","Urdaneta, Makati",Metro Manila,Makati,Urdaneta,"₱ 120,000",Monthly,3,3.0,268.0,Ritz Tower,2.75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,152,1 Bedroom Brand New Unit In The Rise Makati By Shang,"7248 Malugay Legazpi Village, Makati",Metro Manila,Makati,Legazpi Village,"₱ 28,000",Monthly,1,1.0,28.0,The Rise Makati,4.92,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0
153,153,"For Rent Semi Furnished 3BR unit in Two Roxas Triangle, Makati City","San Lorenzo, Makati",Metro Manila,Makati,San Lorenzo,"₱ 265,000",Monthly,3,4.0,303.0,0,4.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
154,154,2BR (corner unit) Joya Lofts & Towers,"Joya drive Rockwell, Makati",Metro Manila,Makati,Rockwell,"₱ 130,000",Monthly,2,2.0,100.0,Joya Lofts and Towers,4.4,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
155,155,Fully Furnished 1 Bedroom in Milano Residences,"Valdez St. Poblacion, Makati",Metro Manila,Makati,Poblacion,"₱ 33,000",Monthly,1,1.0,30.0,0,4.13,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
156,156,1BR Condo for Rent in The Rise Makati Bel-Air Makati City RH19566,"San Antonio, Makati",Metro Manila,Makati,San Antonio,"₱ 45,000",Monthly,1,1.0,28.0,The Rise Makati,4.2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,157,"Cozy 1 BR in San Lorenzo Place, Makati, with WiFi & near MRT","1231 Chino Roces Ave, Makati, 1231 Metro Manila, Philippines San Lorenzo, Makati",Metro Manila,Makati,San Lorenzo,"₱ 35,000",Monthly,1,1.0,28.0,San Lorenzo Place,4.04,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
158,158,62 sqm Fully Furnished Corner 1BR with Maid's Room for Rent at Salcedo Village,"Salcedo Village, Makati",Metro Manila,Makati,Salcedo Village,"₱ 58,000",Monthly,1,1.0,62.2,0,4.89,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
159,159,"Very Spacious Move In Ready 2-Bedroom Unit in Shang Salcedo Place, Makati","Salcedo Village, Makati",Metro Manila,Makati,Salcedo Village,"₱ 100,000",Monthly,2,3.0,100.0,Shang Salcedo Place,4.89,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
160,160,"For Lease! 1BR Spacious condo unit in Kroma Tower, Makati CIty","Dela Rosa Road 3 San Lorenzo, Makati",Metro Manila,Makati,San Lorenzo,"₱ 55,000",Monthly,1,1.0,55.0,Kroma Tower,4.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
161,161,"2 Bedroom Condominium for Rent in Easton Place, Makati City","Easton Place, Valero, Makati, NCR, Philippines Salcedo Village, Makati",Metro Manila,Makati,Salcedo Village,"₱ 70,000",,2,2.0,125.0,Easton Place,4.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,162,For Rent 3 Bedroom Fully Furnished at Park Terraces in Makati,"Poblacion, Makati",Metro Manila,Makati,Poblacion,"₱ 220,000",Monthly,3,3.0,220.0,Park Terraces,4.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,163,The Regency at Salcedo Fresh Unit,"Tordesillas Street Salcedo Village, Makati",Metro Manila,Makati,Salcedo Village,"₱ 150,000",Monthly,3,3.0,188.0,The Regency at Salcedo,4.89,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
164,164,"Condo for Lease in Windsor Tower, Legaspi St., Legaspi Vill, San Lo, Makati City","Legaspi Street, Legaspi Village, San Lorenzo, Makati City Legazpi Village, Makati",Metro Manila,Makati,Legazpi Village,"₱ 28,000",Monthly,1,1.0,55.0,Windsor Tower,4.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,165,2 Bedroom Condo at Joya South Tower Rockwell For Rent. (B-RLC-JS-044),"28 Plaza Drive, Rockwell Center, Makati City, 1210 Metro Manila Rockwell, Makati",Metro Manila,Makati,Rockwell,"₱ 90,000",Monthly,2,2.0,100.0,Joya Lofts and Towers,4.4,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
166,166,Brand New 1 BR Fully Furnished Proscenium by Rockwell Lincol Tower- Makati City,"Salcedo Village, Makati",Metro Manila,Makati,Salcedo Village,"₱ 80,000",Monthly,1,1.0,64.0,0,4.89,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
167,167,Comfy 1-Bedroom at The Rise Makati for Rent,"Malugay Street San Antonio, Makati",Metro Manila,Makati,San Antonio,"₱ 30,000",Monthly,1,1.0,34.73,The Rise Makati,4.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
168,168,3 Bedroom Newly Refurbished One Rockwell West Tower,"Rockwell Drive, Rockwell Center, Makati City Rockwell, Makati",Metro Manila,Makati,Rockwell,"₱ 150,000",Monthly,3,2.0,120.0,One Rockwell,4.4,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
169,169,"2BR Unit (118 sqm) for Rent in Proscenium- Lincoln Tower, Rockwell Makati","Rockwell, Makati",Metro Manila,Makati,Rockwell,"₱ 90,000",Monthly,2,3.0,118.0,Proscenium,4.4,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
170,170,Semi- Furnished 2 Bedroom Condo Unit For Rent,"Chino Roces cor EDSA San Lorenzo, Makati",Metro Manila,Makati,San Lorenzo,"₱ 50,000",,2,2.0,48.0,San Lorenzo Place,4.04,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,171,"2 Bedroom unit for rent in Antel Platinum Tower, Makati, Spacious, Low Rent","Valero Street, Makati City Bel-Air, Makati",Metro Manila,Makati,Bel-Air,"₱ 50,000",Monthly,2,3.0,110.0,Antel Platinum Tower,4.54,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
172,172,1 Bedroom Newly Refurbished Beautiful 1 BR For Rent in Rockwell Modern Design,"One Rockwell East Tower, Rockwell Drive, Makati, Metro Manila Rockwell, Makati",Metro Manila,Makati,Rockwell,"₱ 59,000",Monthly,1,1.0,55.0,One Rockwell,4.4,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0
173,173,2-Bedroom Furnished & Move-In-Ready Unit,"136 L.P. Leviste St. Paseo Heights Unit 17P, Salcedo Village, Makati Salcedo Village, Makati",Metro Manila,Makati,Salcedo Village,"₱ 120,000",,2,2.0,62.0,Paseo Heights,4.89,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
174,174,Three Bedroom 3BR Condo Unit for Rent in Salcedo Park Condominium,"121 H.V Dela Costa Street Salcedo Village, Makati Salcedo Village, Makati",Metro Manila,Makati,Salcedo Village,"₱ 130,000",Monthly,3,3.0,179.0,Salcedo Park Condominium,4.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
175,175,MEO - For Lease: 1BR Condo in The Rise Makati,"San Antonio, Makati",Metro Manila,Makati,San Antonio,"₱ 30,000",Monthly,1,1.0,28.0,The Rise Makati,4.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
176,176,"FOR RENT: Studio Unit Three Central, Makati CBD","Valero St., Salcedo Village Bel-Air, Makati",Metro Manila,Makati,Bel-Air,"₱ 38,000",Monthly,1,1.0,41.1,Three Central,4.54,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
177,177,Furnished Unit at Luna Gardens Rockwell Makati 3 Bedroom Unit For Rent,"Rockwell, Makati",Metro Manila,Makati,Rockwell,"₱ 300,000",Monthly,3,3.0,247.0,Luna Gardens Tower,4.4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
178,178,Fully Furnished 1 Bedroom Unit at Salcedo Square Makati City,"106 L.P Leviste St, Salcedo, Makati City Bel-Air, Makati",Metro Manila,Makati,Bel-Air,"₱ 25,000",Monthly,1,1.0,24.0,Salcedo Square,4.54,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
179,179,"For Rent: Joya Lofts & Towers - 1 Bedroom Unit, Furnished, 73 Sqm., 1Parking","Philippines, 1210, Makati, Rockwell Dr Rockwell, Makati",Metro Manila,Makati,Rockwell,"₱ 75,000",Monthly,1,1.0,73.0,Joya Lofts and Towers,4.4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
180,180,"2BR for rent in Rockwell, Makati","Rockwell, Makati",Metro Manila,Makati,Rockwell,"₱ 80,000",Monthly,2,2.0,110.0,"Manansala, Rockwell",4.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
181,181,Amorsolo West Condominium - One BR Condo,"Rockwell, Makati",Metro Manila,Makati,Rockwell,"₱ 75,000",Monthly,1,1.0,79.0,Amorsolo West,4.4,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
182,182,For Rent 2 Bedroom 76 sqm in Joya Lofts and Towers – South,"Rockwell, Makati",Metro Manila,Makati,Rockwell,"₱ 80,000",Monthly,2,2.0,76.0,Joya Lofts and Towers,4.4,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0
183,183,fully furnished two bedroom condominium for rent at San Lorenzo Place,"Philippines, Makati, San Lorenzo, Chino Roces Ave 2251 San Lorenzo, Makati",Metro Manila,Makati,San Lorenzo,"₱ 38,500",Monthly,2,1.0,38.0,San Lorenzo Place,4.04,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
184,184,"For Rent: 2 Bedroom Unit in Salcedo Street, Legazpi Village, Makati City","Legazpi Village, Makati",Metro Manila,Makati,Legazpi Village,"₱ 50,000",Monthly,2,3.0,118.0,0,4.92,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
