,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Listing,Location,Address1,Address2,Address3,Price,Arrangement,Num_Bedrm,Num_Bathrm,Area,Condominium,Neighborhood_Rating,Gymnasium,CCTV,Utility room,Indoor Pool,Air conditioning,Alarm System,Amphitheater,Balcony,Bar,Basement Parking,Billiards table,Broadband internet available,Built-in wardrobes,Business Center,Central air conditioning,Clinic,Club House,Drying Area,Elevators,Ensuite,Entertainment room,Fire exits,Fitness center,Floorboards,Function Room,Game Room,Gas heating,Gym,Health Club,Hydronic heating,Indoor spa,Indoor Tree House,Intercom,Jacuzzi,Laundry Area,Lobby,Lounge,Maids Room,Meeting rooms,Multi-Purpose Hall,Open fireplace,Pay TV access,Powder room,Reception Area,Sauna,Shower rooms,Sky lounge,Smoke detector,Social hall,Split-system heating,Study room,Theater,Wi-Fi,Daycare Center,Fire Alarm,Fire sprinkler system,Courtyard,Sauna.1,Library,Function area,Pond,Helipad,Open space,24-hour security,Drying area,Gazebos,Spa,Shops,Study area,Golf Area,Badminton court,Balcony.1,Basketball court,Carport,Clubhouse,Deck,Fully fenced,Garage,Garden,Gazebo,Health Club.1,Jacuzzi.1,Jogging path,Landscaped Garden,Multi-purpose lawn,Open car spaces,Outdoor spa,Parking lot,Parks,Playground,Pool bar,Remote garage,Secure parking,Shower rooms.1,Sports facilities,Swimming pool,Tennis court
38,38,38,38,38,Greenhills Elan Hotel Studio for Rent,"Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 23,000",Monthly,1,1,34.0,Swire Elan Suites,4.91,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,39,39,39,39,Studio Condo fully furnished centrally located at Greenhills Area,"49 Annapolis St Greenhills San Juan City Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 25,000",Monthly,1,1,40.0,Swire Elan Suites,4.91,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
40,40,40,40,40,"Viridian Greenhills Condo, 3 bedroom Rental","Philippines, Metro Manila, 1502, San Juan, Connecticut St Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 150,000",Yearly,3,2,142.0,Viridian in Greenhills,4.91,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
41,41,41,41,41,Condo Unit for rent at One Wilson,"One Wilson st. and ortigas Ave. San Juan Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 40,000",Monthly,2,2,61.5,One Wilson Square,4.91,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,42,42,42,42,"Quaint nook in the heart of Greenhills, San Juan","Philippines, Metro Manila, San Juan Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 25,000",Monthly,1,1,0.0,Swire Elan Suites,4.91,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
43,43,43,43,43,1 Bedroom Condo in Annapolis Wilshire,"Annapolis Wilshire Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 40,000",Monthly,1,2,37.79,Annapolis Wilshire Plaza,4.91,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
44,44,44,44,44,Wilshire Plaza Annapolis San Juan for Lease! 1 Bedroom,"Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 32,000",Monthly,1,1,52.0,Annapolis Wilshire Plaza,4.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
45,45,45,45,45,for rent 1 bedroom in LPL Greenhills condominium,"17 Eisenhower St., Greenhills, San Juan Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 23,000",Monthly,1,1,44.0,LPL Greenhills Condominium,4.91,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
46,46,46,46,46,"3-bedroom unit for rent in Viridian in Greenhills, San Juan","Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 120,000",Monthly,3,3,135.0,Viridian in Greenhills,4.91,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
47,47,47,47,47,2BR Loft Type w/ lower flr. Split typer of air-condition and heater.,"Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 60,000",Monthly,2,0,108.0,81 Xavier Residences,4.91,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
48,48,48,48,48,One Beverly Place Greenhills 3 Bedroom for Lease,"Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 55,000",Monthly,3,3,180.0,One Beverly Place,4.91,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,49,49,49,49,"For Rent: Brand new 3BR Suite at The Viridian in Greenhills, San Juan","Philippines, 1503, San Juan, Connecticut St Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 200,000",Monthly,3,4,200.0,Viridian in Greenhills,4.91,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
50,50,50,50,50,"FOR LEASE Residential Unit Chimes Greenhills Annapolis St, Greenhills, San Ju","Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 50,000",Monthly,1,1,38.0,Chimes Greenhills,4.91,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
51,51,51,51,51,81 Xavier 2BR Facing Xavier 20th Floor for Lease,"81 Xavier St, Greenhills, San Juan Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 55,000",,2,3,98.0,81 Xavier Residences,4.91,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
52,52,52,52,52,2-bedroom condo in the heart of 3 cities,"194 A. Mabini Street, San Juan Addition Hills, San Juan",Metro Manila,San Juan,Addition Hills,"₱ 38,000",,2,2,73.0,Baron 3 Gardens,4.51,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
53,53,53,53,53,"For Rent: Brand New Studio Unit at The Viridian in Greenhills, San Juan","Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 55,000",Monthly,1,1,48.0,Viridian in Greenhills,4.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
54,54,54,54,54,"77SQM. Eisenhower Condo, Greenhills","Philippines, San Juan, Eisenhower Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 55,000",Monthly,2,2,77.0,The Eisenhower Condominium,4.91,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,55,55,55,55,2 BR in Eisenhower Condominium Greenhills,"Eisenhower Condominium Greenhills, San Juan Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 40,000",Monthly,2,2,77.0,The Eisenhower Condominium,4.91,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,56,56,56,56,Viridian in Greenhills 3BR Corner Unit for Rent,"Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 120,000",Monthly,3,2,143.0,Viridian in Greenhills,4.91,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
57,57,57,57,57,"Spacious Condominium (Balcony View) for Rent at the heart of Wilson, San Juan","Philippines, San Juan, Greenhills, Wilson St Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 65,000",Monthly,2,2,102.0,0,4.91,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,58,58,58,58,"MJU – For Lease: 2 Bedroom in One Wilson Place Greenhills, San Juan","Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 50,000",Monthly,2,2,61.5,One Wilson Square,4.91,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
59,59,59,59,59,45 sqm 1-Bedroom Condo unit For Rent in Greenhills,"Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 27,500",Monthly,1,1,45.0,LPL Condominium,4.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
60,60,60,60,60,Wilshire Plaza Annapolis San Juan for Lease! 1 Bedroom,"Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 32,000",Monthly,1,1,52.0,Annapolis Wilshire Plaza,4.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
61,61,61,61,61,1 Bedroom in Greenhills Elan Hotel for rent,"Philippines, San Juan, Greenhills, Annapolis Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 45,000",Monthly,1,1,70.0,Swire Elan Suites,4.91,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
62,62,62,62,62,"Three Bedroom Condo Unit For Rent in Connecticut St, San Juan, Metro Manila","Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 140,000",Monthly,3,3,127.0,Viridian in Greenhills,4.91,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
63,63,63,63,63,"2BR, 81 Xavier Residences, Fully Furnished","Philippines, San Juan, Greenhills, Xavier 81 Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 55,000",Yearly,2,2,89.0,81 Xavier Residences,4.91,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
64,64,64,64,64,Spacious 2 Bedroom unit in The Viridian Greenhills for Rent,"Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 115,000",Monthly,2,2,142.0,Viridian in Greenhills,4.91,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0
65,65,65,65,65,"For Lease One Wilson Place, 2 Bedroom Unit in San Juan","Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 60,000",Monthly,2,2,100.88,One Wilson Place,4.91,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
66,66,66,66,66,For Rent One Bedroom Tiffany Mansion Eisenhower Street Greenhills San Juan,"Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 25,000",Monthly,1,1,44.0,Tiffany Mansion,4.91,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
67,67,67,67,67,Studio unit for rent at Chimes Greenhills,"Philippines, 1503, San Juan, Annapolis Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 20,000",Monthly,1,1,25.0,Chimes Greenhills,4.91,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
68,68,68,68,68,"Studio unit for rent at The Eisenhower Condominium, Greenhills, San Juan City","# 7 Eisenhower St., Greenhills, San Juan City Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 24,000",Monthly,1,1,38.81,The Eisenhower Condominium,4.91,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,69,69,69,69,Greenhills Office Unit For Rent (Close to Greenhills Shopping Center),"Unit 413, Sunrise Office Condominium, 226 Ortigas Ave., Greenhills, San Juan Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 40,000",Monthly,1,1,74.0,Sunrise Condominium,4.91,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
70,70,70,70,70,2 Bedroom Condominium for rent in Greenhills San Juan City,"Philippines, San Juan, Greenhills Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 55,000",Monthly,2,2,128.0,0,4.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,71,71,71,71,Ortigas Viridian Greenhills beautiful studio for rent,"Connecticut, San Juan, Metro Manila Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 45,000",Monthly,1,1,48.0,Viridian in Greenhills,4.91,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
72,72,72,72,72,Barons Place Commercial Unit 3 for rent,"A. Mabini, Street Addition Hills, San Juan",Metro Manila,San Juan,Addition Hills,"₱ 35,000",Monthly,1,1,30.0,Barons Place,4.51,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,73,73,73,73,Swire Elan Studio unit for Rent,"Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 25,000",Monthly,1,1,40.0,Swire Elan Suites,4.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
74,74,74,74,74,2 BR unit in Viridian Greenhills FOR LEASE,"Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 125,000",Monthly,2,2,127.0,Viridian in Greenhills,4.91,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
75,75,75,75,75,One Wilson Square - 120 SQM Condominium - High End Location,"One Wilson Square, 35 Wilson, Greenhills, San Juan, 1500 Metro Manila Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 120,000",Monthly,3,2,120.0,One Wilson Square,4.91,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,76,76,76,76,Brand new 2 Bedroom unit Greenhills One Wilson Square Condo for rent,"Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 60,000",Monthly,2,2,61.0,One Wilson Square,4.91,1,1,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
77,77,77,77,77,3 Bedroom w/ Parking - One Wilson Square - Greenhills (21st Floor),"Wilson St. corner Ortigas Ave, Greenhills, San Juan Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 70,000",Monthly,3,2,117.0,One Wilson Square,4.91,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
78,78,78,78,78,1 Bedroom Fully Furnished with Parking,"Philippines, Metro Manila, Quezon City, Annapolis Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 35,000",Monthly,1,1,47.0,Swire Elan Suites,4.91,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,79,79,79,79,"Viridian Greenhills 2 Bedroom Large Unit for Rent near Ortigas, Xavier and ICA","Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 90,000",Monthly,2,2,144.0,Viridian in Greenhills,4.91,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0
80,80,80,80,80,1bedroom Unit At One Wilson Square With Parking,"ONE WILSON SQUARE Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 50,000",Monthly,1,1,47.0,One Wilson Square,4.91,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0
