,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Listing,Location,Address1,Address2,Address3,Price,Arrangement,Num_Bedrm,Num_Bathrm,Area,Condominium,Neighborhood_Rating,Gymnasium,CCTV,Utility room,Indoor Pool,Air conditioning,Alarm System,Amphitheater,Balcony,Bar,Basement Parking,Billiards table,Broadband internet available,Built-in wardrobes,Business Center,Central air conditioning,Clinic,Club House,Drying Area,Elevators,Ensuite,Entertainment room,Fire exits,Fitness center,Floorboards,Function Room,Game Room,Gas heating,Gym,Health Club,Hydronic heating,Indoor spa,Indoor Tree House,Intercom,Jacuzzi,Laundry Area,Lobby,Lounge,Maids Room,Meeting rooms,Multi-Purpose Hall,Open fireplace,Pay TV access,Powder room,Reception Area,Sauna,Shower rooms,Sky lounge,Smoke detector,Social hall,Split-system heating,Study room,Theater,Wi-Fi,Daycare Center,Fire Alarm,Fire sprinkler system,Courtyard,Sauna.1,Library,Function area,Pond,Helipad,Open space,24-hour security,Drying area,Gazebos,Spa,Shops,Study area,Golf Area,Badminton court,Balcony.1,Basketball court,Carport,Clubhouse,Deck,Fully fenced,Garage,Garden,Gazebo,Health Club.1,Jacuzzi.1,Jogging path,Landscaped Garden,Multi-purpose lawn,Open car spaces,Outdoor spa,Parking lot,Parks,Playground,Pool bar,Remote garage,Secure parking,Shower rooms.1,Sports facilities,Swimming pool,Tennis court
137,137,137,137,1BR Bachelor's Unit Furnished nr PATTS Sucat Airport Makati Taguig,"Lombos Ave San Isidro, Parañaque",Metro Manila,Parañaque,San Isidro,"₱ 15,000",Monthly,1,1.0,30.0,Fountain Breeze,"3.61
out of 5",1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
138,138,138,138,2 Bedroom Condo unit For Rent at Solemare Parksuites,"Philippines, Parañaque, Bradco Ave Tambo, Parañaque",Metro Manila,Parañaque,Tambo,"₱ 70,000",Monthly,2,2.0,63.0,SoleMare Parksuites,"4.17
out of 5",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,139,139,139,2 BR Arista Place Condo Php23k for rent,"Arista Place DMCI Paranaque Santo Niño, Parañaque",Metro Manila,Parañaque,Santo Niño,"₱ 23,000",Monthly,2,1.0,53.0,Arista Place,"2.18
out of 5",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
140,140,140,140,Condo Unit for Rent FULLY FURNISHED near NAIA with WiFi,"San Dionisio, Parañaque",Metro Manila,Parañaque,San Dionisio,"₱ 13,000",Monthly,1,1.0,26.0,Field Residences,"4.92
out of 5",0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,1,0
141,141,141,141,Field Residences Sucat Paranaque 1 Bedroom Condo With Balcony,"Philippines, Parañaque, San Isidro, Sucat Rd San Dionisio, Parañaque",Metro Manila,Parañaque,San Dionisio,"₱ 18,000",Monthly,1,1.0,27.65,Field Residences,"4.92
out of 5",0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0
142,142,142,142,2 Bedroom City View - Azure Urban Resort and Residences,"Marcelo Green Village, Parañaque",Metro Manila,Parañaque,Marcelo Green Village,"₱ 28,000",Monthly,2,1.0,37.0,Azure Urban Resort Residences,"3.9
out of 5",1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
143,143,143,143,Two Bedroom Residential Condo Unit - Siena Park Residences,"Siena Park Residences,West Service Road, Bicutan, Paranaque Sun Valley, Parañaque",Metro Manila,Parañaque,Sun Valley,"₱ 25,000",,2,1.0,69.0,Siena Park Residences,"4.24
out of 5",0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0
144,144,144,144,"Furnished 1 Bedroom at Solemare Parksuites Paranaque Solemare Parksuites, Macapa","Aseana Business Center, Bradco Avenue, Paranaque City Philippines Tambo, Parañaque",Metro Manila,Parañaque,Tambo,"₱ 25,000",Monthly,1,1.0,26.0,SoleMare Parksuites,"4.17
out of 5",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
145,145,145,145,Calathea Place Condominium with Balcony For Rent,"1707 Dr Arcadio Santos Ave, Brgy. San Antonio, Parañaque, 1700 Metro Manila San Antonio, Parañaque",Metro Manila,Parañaque,San Antonio,"₱ 25,000",Monthly,1,1.0,31.0,Calathea Place,"3.66
out of 5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
146,146,146,146,For Rent 2 bedroom Crowne Bay Tower Roxas Blvd Baclaran with parking,"157 Roxas Boulevard Baclaran Parañaque Baclaran, Parañaque",Metro Manila,Parañaque,Baclaran,"₱ 65,000",Monthly,2,2.0,63.0,Crowne Bay Tower,"3.81
out of 5",0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
147,147,147,147,Staff House 2Br unit for Rent Arista Place near COD Okada PITX Pearl Plaza,"Vincere Bldg Arista Place Santo Niño, Parañaque",Metro Manila,Parañaque,Santo Niño,"₱ 35,000",Monthly,2,1.0,59.0,Arista Place,"2.18
out of 5",0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0
148,148,148,148,Fully Furnished 2 bedroom Unit For Rent at Asteria Residences,"San Isidro, Parañaque",Metro Manila,Parañaque,San Isidro,"₱ 25,000",Monthly,2,1.0,64.5,Asteria Residences,"3.61
out of 5",0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
149,149,149,149,"1 bedroom For Rent at Parañaque, Metro Manila in Field Residences","A903 Bldg 3 Field Residences Sucat, Parañaque San Dionisio, Parañaque",Metro Manila,Parañaque,San Dionisio,"₱ 15,000",,1,1.0,27.0,Field Residences,"4.92
out of 5",0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0
150,150,150,150,"For Rent: 2BR Azure Urban Resort Residences, Paranaque City","Marcelo Green Village, Parañaque",Metro Manila,Parañaque,Marcelo Green Village,"₱ 35,000",Monthly,2,2.0,49.0,Azure Urban Resort Residences,"3.9
out of 5",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
151,151,151,151,2BR Unit in Arista Place near Airport,"Philippines, 1718, Parañaque, Sto. Niño Santo Niño, Parañaque",Metro Manila,Parañaque,Santo Niño,"₱ 26,000",Monthly,2,1.0,55.0,Arista Place,"2.18
out of 5",0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
152,152,152,152,"2 Bed Rooms in Arista Place near Okada NAIA 1234, COD Pearl Plaza PITX","Arista Place, JP Rizal St. Santo Niño, Parañaque",Metro Manila,Parañaque,Santo Niño,"₱ 25,000",Monthly,2,1.0,59.0,Arista Place,"2.18
out of 5",0,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0
153,153,153,153,"2BR for rent near PITX, Pearl Plaza, MOA, NAIA, Okada, Casino Area, POGO office","Arista Place JP Rizal st Santo Niño, Parañaque",Metro Manila,Parañaque,Santo Niño,"₱ 25,000",Monthly,2,1.0,59.0,Arista Place,"2.18
out of 5",0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0
154,154,154,154,"2 Bedrooms in Arista Place near Okada NAIA 1,2,3,4, COD Pearl Plaza PITX","Alpha Bldg Arista Place, JP Rizal St. Santo Niño, Parañaque",Metro Manila,Parañaque,Santo Niño,"₱ 35,000",Monthly,2,1.0,68.0,Arista Place,"2.18
out of 5",0,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0
155,155,155,155,SM Fields Condo Unit with terrace,"Unit 226B SM Fields San Dionisio, Paranaque City San Dionisio, Parañaque",Metro Manila,Parañaque,San Dionisio,"₱ 18,000",Monthly,1,1.0,28.0,SM Fields Residences,"4.92
out of 5",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
156,156,156,156,2BR Condo Unit (Fully Furnished),"Marcelo Green Village, Parañaque",Metro Manila,Parañaque,Marcelo Green Village,"₱ 40,000",Monthly,2,1.0,48.0,Azure Urban Resort Residences,"3.9
out of 5",0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0
157,157,157,157,2 bedroom unit with parking at Azure Resort Residences,"Km. 16 West Service Rd., South Superhighway Brgy. Marcelo Green, Parañaque City 1700 Marcelo Green Village, Parañaque",Metro Manila,Parañaque,Marcelo Green Village,"₱ 45,000",,2,1.0,48.0,Azure Urban Resort Residences,"3.9
out of 5",0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1
158,158,158,158,"FOR RENT Modern Style Living 2BR in Maui Tower, Azure Urban Residences","SLEX West Service Road Bicutan Paranaque, Corner D. Soledad Avenue beside SM Bicutan Parañaque City Marcelo Green Village, Parañaque",Metro Manila,Parañaque,Marcelo Green Village,"₱ 40,000",,2,2.0,48.0,Azure Urban Resort Residences,"3.9
out of 5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
159,159,159,159,Bayshore Cluster 6 - 1 bedroom,"J.W. Diokno Blvd, Tambo, Parañaque, Metro Manila Tambo, Parañaque",Metro Manila,Parañaque,Tambo,"₱ 50,000",Monthly,1,1.0,55.0,Bayshore Residential Resort,"4.17
out of 5",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,160,160,160,Lions park residences 1 bdroom unit bare 30sqm at 10k per month,"Sun Valley, Parañaque",Metro Manila,Parañaque,Sun Valley,"₱ 10,000",Monthly,1,1.0,30.0,0,"4.24
out of 5",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
161,161,161,161,1 Bedroom Condo for Rent near Airport at Avida Towers Sucat,"San Dionisio, Parañaque",Metro Manila,Parañaque,San Dionisio,"₱ 17,000",Monthly,1,1.0,31.0,Avida Towers Sucat,"4.92
out of 5",0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0
162,162,162,162,For rent 1 big studio Amaia Sucat,"San Antonio, Parañaque",Metro Manila,Parañaque,San Antonio,"₱ 25,000",Monthly,1,1.0,37.0,Amaia Steps Sucat,"3.66
out of 5",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0
163,163,163,163,"2 Bed Rooms in Arista Place near Okada NAIA 1234, COD Pearl Plaza PITX","Arista Place, JP Rizal St. Santo Niño, Parañaque",Metro Manila,Parañaque,Santo Niño,"₱ 35,000",,2,1.0,68.0,Arista Place,"2.18
out of 5",0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0
164,164,164,164,Lions Park Residences 42sqm 2 bedroom Condominium near NAIA 3 and SM Bicutan.,"Philippines, Parañaque, Sta. Ana Dr Sun Valley, Parañaque",Metro Manila,Parañaque,Sun Valley,"₱ 16,000",Monthly,2,1.0,42.0,Lions Park Residences,"4.24
out of 5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
165,165,165,165,"2 Bed Rooms in Arista Place near Okada NAIA 1234, COD Pearl Plaza PITX","Arista Place, JP Rizal St. Santo Niño, Parañaque",Metro Manila,Parañaque,Santo Niño,"₱ 25,000",Monthly,2,1.0,59.0,Arista Place,"2.18
out of 5",0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0
166,166,166,166,1 Bedroom Condo with Balcony at Field Residences near Airport,"Dr. A. Santos Ave., Brgy. San Dionisio, Parañaque City San Dionisio, Parañaque",Metro Manila,Parañaque,San Dionisio,"₱ 20,000",,1,1.0,32.9,Field Residences,"4.92
out of 5",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0
167,167,167,167,Available for Long Term Lease: Brand New Two Bedroom Azure Residences,"Marcelo Green Village, Parañaque",Metro Manila,Parañaque,Marcelo Green Village,"₱ 30,000",Monthly,2,1.0,36.0,Azure Urban Resort Residences,"3.9
out of 5",1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
168,168,168,168,For Rent 1BR unit near Airport - Azure Urban Resort Residences,"Km.16 West Service Road, South Luzon Express Way Marcelo Green Village, Parañaque",Metro Manila,Parañaque,Marcelo Green Village,"₱ 18,000",Monthly,1,1.0,29.51,Azure Urban Resort Residences,"3.9
out of 5",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
169,169,169,169,44sqm 2 Bedroom Fully Furnished Azure Urban Condominium for Rent in Parañaque,"Marcelo Green Village, Parañaque",Metro Manila,Parañaque,Marcelo Green Village,"₱ 25,000",Monthly,2,1.0,44.28,Azure Urban Resort Residences,"3.9
out of 5",1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1
170,170,170,170,Fountain Breeze Condo For Rent Near NAIA,"Lombos Street, Parañaque, NCR, Philippines San Isidro, Parañaque",Metro Manila,Parañaque,San Isidro,"₱ 12,000",,1,1.0,30.0,Fountain Breeze,"3.61
out of 5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
171,171,171,171,2 Bedroom at Arista Place Condominium,"Santo Niño, Parañaque",Metro Manila,Parañaque,Santo Niño,"₱ 50,000",Monthly,2,1.0,70.0,Arista Place,"2.18
out of 5",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,172,172,172,2 Bedroom (BR) Unit for Rent at Paranaque near NAIA / Airport - Arista Place,"Santo Niño, Parañaque",Metro Manila,Parañaque,Santo Niño,"₱ 35,000",Monthly,2,1.0,53.5,Arista Place,"2.18
out of 5",0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,1,0
173,173,173,173,Fully furnished 1BR for rent in SM Field Residences near Airport,"San Dionisio, Parañaque",Metro Manila,Parañaque,San Dionisio,"₱ 25,000",Monthly,1,1.0,28.5,Field Residences,"4.92
out of 5",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0
174,174,174,174,Azure Urban Residences Studio type Gorgeous Condo for rent in Paranaque City,"Marcelo Green Village, Parañaque",Metro Manila,Parañaque,Marcelo Green Village,"₱ 25,000",Monthly,1,1.0,28.0,Azure Urban Resort Residences,"3.9
out of 5",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
175,175,175,175,"For Rent: 2BR Arista Place, Paranaque City","Santo Niño, Parañaque",Metro Manila,Parañaque,Santo Niño,"₱ 38,000",Monthly,2,1.0,59.0,Arista Place,"2.18
out of 5",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
176,176,176,176,Fully furnished 2 bedroom condominium at Asteria Residences,"Philippines, Muntinlupa, Sucat, Sucat Rd San Isidro, Parañaque",Metro Manila,Parañaque,San Isidro,"₱ 38,000",Monthly,2,1.0,56.5,Asteria Residences,"3.61
out of 5",0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0
177,177,177,177,Condominium For Rent in Parañaque City - Amaia Steps Sucat,"San Antonio, Parañaque",Metro Manila,Parañaque,San Antonio,"₱ 30,000",Monthly,1,1.0,25.0,Amaia Steps Sucat,"3.66
out of 5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
